Name,[Mg1/H],[Mg1/H]error,[Al1/H],[Al1/H]error,[Si1/H],[Si1/H]error,[Ca1/H],[Ca1/H]error,[Sc2/H],[Sc2/H]error,[Ti1/H],[Ti1/H]error,[Ti2/H],[Ti2/H]error,[V1/H],[V1/H]error,[Cr1/H],[Cr1/H]error,[Cr2/H],[Cr2/H]error,[Mn1/H],[Mn1/H]error,[Co1/H],[Co1/H]error,[Ni1/H],[Ni1/H]error,[Zn1/H],[Zn1/H]error
HD202206,-0.06945891454139999,0.0,,,0.244,0.0,0.1958,0.0182690995947,0.275333333333,0.048175604707000004,0.173333333333,0.0368178700573,0.24600000000000002,0.0491731634126,0.16395789693499999,0.0385872102663,0.248,0.0160623784042,,,0.24141081233000003,0.0,0.0940964017958,0.219603728214,0.258,0.029792616535,,
60033,1.58716846149,0.0,,,,,1.51733333333,0.0992348505091,1.55175,0.0946265686792,1.7872,0.125451823422,1.466125,0.12756609806299998,,,1.7480000000000002,0.0443921915056,,,1.7876831407,0.0,,,1.4005,0.216737744752,,
LP894-3,0.694993414248,0.0,,,0.7040000000000001,0.0,0.9570000000000001,0.0531520729336,0.631,0.0875480820273,1.0070000000000001,0.0743550043149,0.871875,0.114265521375,,,1.16066666667,0.0632999912235,,,1.28572281267,0.006708093671450001,,,0.878,0.12300000000000001,,
HE0010-3051,,,,,,,1.1018,0.351091668941,1.1005,0.42429971718099996,1.00925,0.18723030604000002,0.8865,0.0525,,,,,,,,,,,1.5930000000000002,0.0,,
HD5426,,,,,0.43799999999999994,0.0,0.5484,0.0307219791029,0.5116,0.08420118764010001,0.513,0.114795470294,0.648333333333,0.09792797807010001,,,0.6085,0.0325,,,0.385478576257,0.0270453363284,,,0.4346,0.157994430282,,
HD233832,1.30369008545,0.0,,,,,1.5758,0.237232712753,1.79475,0.14968195449000002,1.82833333333,0.130874834182,2.24166666667,0.173578672525,,,,,,,,,,,1.8728,0.295775861084,,
HD12661,0.0162804970429,0.0,,,,,0.331666666667,0.0130979218029,0.40066666666699996,0.027884683171200002,0.4038,0.08603580649939999,0.31325,0.107809728225,0.45475388493,0.0357285562353,0.39766666666699996,0.0483597628889,,,0.558223527786,0.08756290196260001,0.45819617406,0.042352229899800004,0.481111111111,0.03710478988080001,,
M13III-59,,,,,,,2.5255,0.1265,0.28,0.0,,,,,,,1.66633333333,0.603444188711,,,,,,,2.843,0.0,,
HD23798,0.12170671431800001,0.0,,,0.23399999999999999,0.0,0.08383333333330001,0.140000496031,0.14,0.208519543449,0.0436,0.069764174187,0.487166666667,0.152123213949,,,-0.0943333333333,0.204628660966,,,,,,,0.05433333333330001,0.061157356239599996,,
HD18131,-0.047988943818499996,0.0,,,,,0.417666666667,0.041771867194199994,0.406,0.026000000000000002,0.316166666667,0.0713522171267,0.369666666667,0.059756914988,0.591006014403,0.0119084570452,0.613,0.06949340496289999,,,0.8780223320209999,0.335636882856,0.394940537971,0.034536854886199994,0.415625,0.0890967697226,,
HD251432,,,,,,,-0.195333333333,0.100903694459,0.245,0.0695317673202,-0.3168,0.111619711521,0.327,0.17,-0.0920754854473,0.0493429851461,0.2284,0.06749103644190001,,,0.682213300933,0.0,0.0205474654723,0.253394015472,0.08257142857139999,0.257024655373,,
HD141937,,,,,0.1275,0.0085,0.19728571428599997,0.021378990258900003,0.0718,0.0996220859047,0.250923076923,0.0446067630927,0.11599999999999999,0.0265276136453,0.239691254113,0.0220208430611,0.218777777778,0.0335948996717,,,0.291964655328,0.024287701178399998,0.269473610856,0.0283304430307,0.2021,0.0414329578959,,
BD+013070,1.08581273074,0.0,,,1.013,0.0,1.14485714286,0.0977188804266,1.02966666667,0.0849091017239,1.2594,0.07275877953900001,0.973555555556,0.110045557345,,,1.311,0.061,,,1.13429410049,0.0,,,1.04975,0.0555759615301,,
HD37828,,,,,1.327,0.0,1.55275,0.0384602067077,1.32225,0.0332142665131,1.5866,0.105133439019,1.2905,0.047410441887800005,,,1.757,0.11947175398399999,,,1.61321652199,0.12950871910800002,,,1.3428,0.061907673191599996,,
HD2665,,,,,,,-0.311,0.0,-0.6990000000000001,0.0,,,0.527,0.0,,,,,,,,,,,,,,
HD46375,0.1432990958,0.0,,,0.201,0.0,0.1346,0.06875056363410001,0.2245,0.133604827757,0.310928571429,0.07803246969389999,0.281166666667,0.09354395876919999,0.22754201837,0.0427370088941,0.295888888889,0.0600489512249,,,0.38433560628799995,0.052451622051800005,0.240473261566,0.0283871006967,0.268625,0.0455712011582,,
M13III-52,,,,,1.103,0.0,1.53033333333,0.034721111093300006,1.0526666666700002,0.0209973543307,1.7395,0.0255,1.15975,0.0861201921735,,,2.01875,0.209962347815,,,1.77806083482,0.0,,,1.4306,0.117436961814,,
HD168746,,,,,0.0305,0.0185,0.0784,0.020362711017900003,0.06866666666669999,0.0016996731712,0.178142857143,0.0642004196057,0.0835,0.035457721303,0.248138186435,0.248230241364,-0.015,0.0507871374792,,,-0.0677680380368,0.0441100669555,0.0778077225921,0.04025533748480001,-0.0152,0.0498634134411,,
G154-34,,,,,,,-1.531,0.0,-0.96,0.0,,,-0.578,0.163,,,,,,,,,,,-0.589,0.0,,
LP584-45,0.75607255987,0.0,,,,,,,0.726,0.0,,,0.8909999999999999,0.0,,,,,,,,,,,1.4845,0.2425,,
HD23596,,,,,0.235,0.013000000000000001,0.1675,0.0391822663969,0.29,0.06153048025169999,0.12478571428600001,0.043137949105900006,0.194625,0.0931114084041,0.14066163548,0.0699164897864,0.150555555556,0.07592410115239999,,,0.227229478752,0.047059816147099996,0.276954638249,0.0476955881661,0.24600000000000002,0.0526774058863,,
V1720Cyg,-0.0367311832795,0.0,,,,,0.657,0.084,0.1015,0.0225,0.789,0.0682983650366,-0.085,0.028169132042,1.3191158942799999,0.056195945489400004,0.855166666667,0.0922648663119,,,1.30436535502,0.269669157081,0.740230874693,0.0282945791486,0.559833333333,0.08276757953580001,,
63160,-0.7984779708399999,0.0,,,-0.27899999999999997,0.037000000000000005,-0.51225,0.11990908014,-0.4106,0.116697215048,-0.526307692308,0.122991172051,-0.266375,0.19970536891899998,-0.47561932751,0.155105464123,-0.387125,0.11981489629799999,,,-0.38544300206999993,0.00730850750974,-0.39612075016599996,0.129920897092,-0.458727272727,0.139981226604,,
HD252370,,,,,,,-0.0675,0.0575,0.10099999999999999,0.10800000000000001,0.0528,0.10899798163300001,0.066,0.232704748555,0.43690264350599994,0.0008527985925399999,0.5,0.09893230008449999,,,0.9534664190719999,0.0,0.216804241743,0.229945702531,0.0238,0.166600600239,,
HD82943,-0.638807321213,0.0,,,0.187,0.012,0.154571428571,0.041589343219,0.248,0.0297489495613,0.08435714285710001,0.0313792632684,0.22225,0.0677103204837,0.0730283108644,0.0659432171671,0.145888888889,0.037477235888999996,,,0.23266837766100001,0.024238556735200003,0.179065482815,0.0417657457596,0.183636363636,0.0439178421545,,
HD114729,,,,,1.963,0.0,,,2.0780000000000003,0.0,2.39,0.0,1.306,0.0,,,,,,,2.71528320004,0.0,,,1.3090000000000002,0.0,,
HD209458,,,,,-0.0615,0.0235,-0.0216,0.0327572892651,-0.040999999999999995,0.0586827629434,-0.0753846153846,0.07153647639930001,-0.0455714285714,0.0631389785493,-0.12609368336500001,0.0735444867638,-0.05,0.0573498038358,,,-0.10936338696100001,0.0013455308389100002,-0.22635693259599998,0.224846047126,-0.0873636363636,0.05134424412690001,,
HD209458,,,,,-0.0675,0.0205,-0.0351428571429,0.038095476189699995,-0.05883333333330001,0.0581160237991,-0.064,0.05655630278419999,-0.0555,0.06386900656809999,-0.0596868489282,0.122407482388,-0.045875,0.0556584169286,,,-0.111544826852,0.000221867350988,-0.30080410632300003,0.197005255289,-0.0960909090909,0.047494410284400004,,
HD26297,,,,,0.9359999999999999,0.0,0.8255,0.041636322284,0.7735,0.0325,0.7568,0.0712247148116,0.8326666666670001,0.111477949987,,,0.8035,0.0265,,,0.913319716131,0.0558590758714,,,0.7165,0.07748709569989999,,
LP877-23,1.0839074638400001,0.0,,,0.81,0.0,1.34916666667,0.0645766125535,1.0146666666700002,0.0664195419704,1.5844,0.08507784670520001,1.1563333333299999,0.0422400547138,,,1.895,0.047,,,1.39371924464,0.116589309728,,,1.2962,0.139853351765,,
G18-24,,,,,1.3130000000000002,0.0,1.83866666667,0.0562780794113,1.47975,0.165108108523,2.1414,0.104586041134,1.6078333333300001,0.19160846942499998,,,2.3485,0.0245,,,2.10466923467,0.0,,,1.818,0.23,,
HD219542,0.123935226334,0.0,,,0.0875,0.0025,0.1295,0.030598202561599997,0.013999999999999999,0.040847276531,0.0898666666667,0.05912457657819999,0.060625,0.056004324609799996,0.0745734867209,0.0441015199372,0.101777777778,0.0301985201174,,,0.128692906278,0.040615084165500005,0.0916685667147,0.0270268507877,0.1215,0.045755691813500005,,
HD216435,0.130462454057,0.0,,,0.192,0.021,0.141,0.062549980016,0.299,0.0747963902872,0.114666666667,0.0711258665247,0.206625,0.08684891694779999,0.0431042108279,0.0815448578011,0.105875,0.06502775849589999,,,0.11100405462099999,0.06949581583560001,0.14995452908600002,0.052583221870300005,0.19475,0.0686842109464,,
HD50281A,0.125946825892,0.0,,,,,0.30966666666700005,0.143039233157,0.405,0.085,0.379833333333,0.0451900308574,0.5710000000000001,0.22899999999999998,0.512879869231,0.0270516181407,0.442166666667,0.242516265205,,,1.08981610531,0.012816565974900001,0.393635056173,0.021704626611000002,0.3792,0.06790994036220001,,
HD198269,,,,,,,1.0666666666700002,0.168878325693,1.0858,0.19295947761100002,0.851,0.12318603817,1.0098333333299998,0.142423566246,,,,,,,1.0047194786799998,0.0,,,0.7574,0.109395795166,,
HD24421,,,,,-0.39799999999999996,0.0,-0.3264,0.039205101708800004,-0.372833333333,0.05746133966030001,-0.3688,0.0467635185446,-0.3165,0.10077574112900001,-0.453458946378,0.11726345437100001,-0.429666666667,0.0435226633172,,,-0.485471255564,0.0327542207248,-0.788350261741,0.543569620601,-0.427909090909,0.05067266529659999,,
HD208487,,,,,,,1.406,0.0,2.377,0.114,2.5860000000000003,0.0,,,,,,,,,,,,,,,,
HD22282,0.0289747348716,0.0,,,0.152,0.052000000000000005,0.0575714285714,0.0469676397499,0.198333333333,0.097919468045,0.1355,0.063250917554,0.1938,0.13950684571,0.204034295994,0.071659123466,0.16757142857100002,0.0337378852028,,,0.314575292725,0.127386974274,0.173317839832,0.19786170933,0.09890909090910001,0.0700109790682,,
HD6434,,,,,-0.423,0.018000000000000002,-0.425666666667,0.0278667464114,-0.312666666667,0.020725722075599997,-0.3935,0.0500091658265,-0.2185,0.0015,-0.434057386376,0.065242895389,-0.904,0.0,,,-0.945870056199,0.0,-0.555627964077,0.111383754574,-0.6016,0.046641612322,,
HD69960,0.154205983395,0.0,,,0.2465,0.0275,0.186142857143,0.015254306852500002,0.331,0.0796303962065,0.23435714285700002,0.048352289269,0.2035,0.052468244364300004,0.299973572119,0.0777047552497,0.25757142857099996,0.0550684175571,,,0.39238691178,0.0784297048886,0.162120716218,0.103976656809,0.22072727272700002,0.0583143377178,,
HD83212,,,,,1.297,0.0,1.122,0.0,1.2475,0.0763167740408,1.081,0.09260453552610001,1.37342857143,0.101727727844,,,1.186,0.0,,,1.09955482472,0.140752315701,,,1.1186,0.0158316139417,,
HD4306,,,,,,,,,,,,,-0.508,0.0,,,,,,,,,,,,,,
HD122563,0.06959626905619999,0.0,,,0.033,0.0,0.0773333333333,0.0022110831935700003,0.04533333333330001,0.0331595469745,0.1174,0.012499599993600001,0.038125,0.045333314184999994,,,0.15275,0.0290721086267,,,0.0324448728602,0.0,,,0.1074,0.025609373284,,
16CygB,,,,,,,,,-0.7506666666670001,0.32216903775600003,0.0582,0.195124985586,-0.951,0.538169118401,-0.255723824643,0.049177213544300005,-0.6296,0.572138654524,,,,,-0.8279985576019999,0.0721757300243,-0.7405,0.6715,,
HD222582,,,,,-0.032,0.001,-0.04775,0.0192921616207,0.00233333333333,0.04316505788509999,-0.0406428571429,0.0353828189599,-0.01125,0.0338036610443,-0.0754912260465,0.0571503000093,-0.07844444444439999,0.027944831011200003,,,-0.0476671517089,0.047989465923499994,-0.044093359158899996,0.0444033728455,-0.053909090909099996,0.044691781928,,
HD145675,,,,,0.37,0.0,0.30075,0.049564982598599996,0.546,0.09675329451760001,0.46564285714299997,0.09536516820160001,0.4455,0.0904281482725,0.388836057954,0.0786368264426,0.4515,0.0650730358905,,,0.636526032904,0.130953806689,0.403315915403,0.033189186788,0.50275,0.10624470574999999,,
G41-41,,,,,,,0.706,0.0,0.528,0.0,,,0.484333333333,0.22869533348,,,,,,,,,,,0.574,0.0,,
HD175305,1.14312839849,0.0,,,1.107,0.0,1.23366666667,0.0357289176376,1.17775,0.046467058224099994,1.245,0.0689550578275,1.2225,0.0607659444097,,,1.3925,0.0332453004198,,,1.29266770798,0.026365255916,,,1.1642,0.035885373064800004,,
HD72659,,,,,-0.069,0.018000000000000002,-0.0775,0.0353871445584,-0.0145,0.049872337021599995,-0.141466666667,0.0344845214875,-0.016375,0.0771766439734,-0.212641808605,0.024674110737900004,-0.142444444444,0.0354027968484,,,-0.150593989515,0.0368864049914,-0.061949630022400004,0.0458125643458,-0.112090909091,0.0322108241137,,
HD26151,,,,,0.3055,0.0835,0.178666666667,0.0284175219813,0.39,0.0605185921846,0.264538461538,0.0467194826509,0.34283333333300003,0.143656322133,0.276725732211,0.0648231905877,0.2785,0.0403329889792,,,0.442557266634,0.071738382224,0.18837683949900003,0.18440149295000002,0.3073,0.07030085347989999,,
HD106252,,,,,-0.146,0.008,-0.1536,0.023328951969599998,-0.099,0.0135462171841,-0.19699999999999998,0.0257054319312,-0.10300000000000001,0.0457274534607,-0.240940868413,0.0541981041005,-0.18055555555599997,0.0323800731284,,,-0.16924676688,0.034830822250900006,-0.151229967513,0.0504082160207,-0.178909090909,0.0182131548136,,
HD26,,,,,,,-0.294333333333,0.112274465287,-0.171,0.0973344748792,-0.40133333333300003,0.264930598879,-0.47600000000000003,0.0,-0.296745832308,0.0226933273864,0.21766666666700002,0.0821556787785,,,1.78387960469,0.0,,,-0.2835,0.206900942482,,
HD216770,,,,,0.3,0.0,0.2566,0.0339387683925,0.4475,0.17777959200500001,0.34828571428599997,0.111953069614,0.458125,0.16837713435899998,0.21897084058000002,0.107375078449,0.336375,0.0799936520919,,,0.442246795511,0.0665778443281,0.324726162013,0.0234633148521,0.4714,0.060486692751400006,,
HD216770,,,,,0.315,0.0,0.2285,0.0446943322283,0.4018,0.103253861913,0.312,0.0770540935534,0.357333333333,0.0405983031939,0.219424468181,0.0432630813055,0.300333333333,0.034567164895199995,,,0.370400318429,0.0,0.35346942779600005,0.00896733627074,0.379714285714,0.0618909508403,,
BD+82856,0.511353447381,0.0,,,,,0.5554,0.00983056458196,0.5872,0.031121696611799997,0.4,0.0539147475187,0.66875,0.0774979838447,,,0.5435,0.0490942970211,,,0.33942656440800006,0.0,,,0.3924,0.0350519614287,,
BD-133442,,,,,,,0.1496,0.10883124551300001,0.1745,0.0385,,,0.084,0.042,,,,,,,-0.262548052903,0.0,,,,,,
HD114710,,,,,-0.004,0.013000000000000001,0.04775,0.021134982848299996,-0.099,0.0695844810285,0.014923076923100001,0.0489166662467,-0.0228571428571,0.062021721014099994,-0.040519196445,0.0748468006332,0.05325,0.0595519730991,,,0.010033734901100001,0.021557619150799998,-0.138062128841,0.128221830541,-0.0135454545455,0.0375290521072,,
G20-15,1.39080851247,0.0,,,1.084,0.0,1.4816,0.049382588024500004,1.2675,0.0175,1.743,0.132115479789,1.2465,0.0505,,,2.0375,0.0565,,,,,,,1.3395,0.1395,,
HD218857,,,,,0.599,0.0,0.8648333333329999,0.0364802077236,0.6579999999999999,0.0641965731173,0.8812,0.0584787140761,0.8408,0.09681404856730001,,,1.038,0.0,,,-0.305479111784,1.1183017763,,,0.79,0.0844185998462,,
HIP100963,-0.227078751136,0.0,,,-0.092,0.002,-0.07400000000000001,0.0070710678118699995,-0.11599999999999999,0.05342658514259999,-0.110333333333,0.025162582450000002,-0.0561428571429,0.0345932634707,-0.105705292248,0.028102200473,-0.0734444444444,0.029276881706699998,,,-0.0736050752333,0.0227070856773,-0.128490618064,0.0554040293376,-0.101666666667,0.020327868118,,
HD40979,,,,,0.131,0.0,0.15725,0.032189866417900004,0.17775,0.0946344942397,0.0649166666667,0.114298190663,0.134285714286,0.0697069668289,-0.0260225728427,0.16839724885000001,0.163625,0.11596760054000002,,,0.0840431403224,0.046661340147699994,0.0815283271798,0.05812571493290001,0.161,0.0666245700424,,
G115-58,1.26081376869,0.0,,,0.8859999999999999,0.0,1.5545,0.06394724388119999,1.1354,0.18218298493500001,1.9,0.137987922177,1.3814,0.0409125897494,,,2.002,0.09490258162979999,,,1.72406233741,0.019616579524,,,1.28,0.081,,
HD187123,-0.492199228046,0.0,,,0.059000000000000004,0.004,0.006,0.0184715998224,0.12625,0.010425329730999999,0.023076923076900003,0.0747163472366,0.134875,0.0556853605088,-0.00855258102158,0.052135712164199995,0.0246666666667,0.0366454484062,,,0.10321718516100001,0.041485226858,0.0637703973621,0.03933251079,0.0757777777778,0.0443465588738,,
Gl838.3,0.048137794390900004,0.0,,,0.025,0.0,-0.000333333333333,0.0138162545174,0.0958,0.0502847889525,-0.0016,0.0345577777063,0.16225,0.09149965846930001,-0.0159396019277,0.0116032252809,0.0165714285714,0.0447496437108,,,0.00523646784019,0.0011404086560599998,-0.0058908107427,0.011393558153200001,0.0251666666667,0.0391340289546,,
LP763-87,-0.297554852963,0.0,,,,,-0.16899999999999998,0.24748171649599998,0.056333333333300005,0.445445345195,-0.24100000000000002,0.0776702431222,0.3202,0.190796645673,,,,,,,0.5953816277489999,0.0,,,0.16,0.0,,
HD159868,,,,,,,-1.2045,0.3845,-0.293,0.13625710990599998,-0.4195,0.0925,,,-0.56042125578,0.0,-1.1825,0.1685,,,,,,,-1.0625,0.1745,,
18Sco,-0.0306567345671,0.0,,,,,0.191,0.0294618397253,0.1105,0.0493212259918,0.251066666667,0.0636128568416,0.105,0.049373575928800005,0.196818640099,0.0415699440809,0.19622222222199998,0.07424101558480001,,,0.223574582617,0.0175151005667,0.18130831355799998,0.0376830691645,0.19544444444400003,0.060919092265599994,,
G199-36,-0.09587961335110001,0.0,,,,,0.457,0.175,0.47,0.0510751080926,0.450333333333,0.039512304693900005,0.533666666667,0.06904265992039998,0.453472474683,0.043912695440199996,0.7088333333329999,0.0900452046968,,,1.0084940686,0.263950614582,0.410366970058,0.029784576708400002,0.528666666667,0.048075172617699995,,
HD92788,-0.162910036919,0.0,,,0.27899999999999997,0.031,0.2025,0.0154515371404,0.33233333333299997,0.011897712198399999,0.195357142857,0.0729173770617,0.306375,0.10332707474300001,0.15019447738299999,0.05761727769569999,0.19766666666700003,0.031166221030700002,,,0.313272675928,0.0613529164051,0.261028193333,0.04271498864730001,0.2918,0.0323134646858,,
HD192263,,,,,,,0.41200000000000003,0.13963762625700002,0.41133333333300004,0.0726100697026,0.389,0.0530659966457,0.5165,0.1055,0.8212558292209999,0.456243553078,0.5762,0.08179095304489999,,,0.9076697796340001,0.239046457359,0.354948128967,0.0215755618019,0.46271428571400003,0.048106175088400004,,
HD134987,,,,,0.27899999999999997,0.02,0.14414285714299999,0.036837203909,0.299,0.0783772926299,0.159928571429,0.047865084628900004,0.272571428571,0.0976844148161,0.166004120743,0.0353112586947,0.181111111111,0.034105862788400006,,,0.326326156829,0.08279624847849999,0.255940857033,0.0471552203644,0.258,0.05039300095700001,,
HD195019,,,,,-0.075,0.002,-0.11275,0.0274442616953,-0.04333333333330001,0.0375085175512,-0.18733333333299998,0.024310948608,-0.027875,0.0411170205025,-0.227210866919,0.0347506363671,-0.139777777778,0.052687290851600004,,,-0.164147344868,0.0608128878268,-0.138195912459,0.018367639207,-0.169666666667,0.0504303700385,,
HD4208,-0.324594458415,0.0,,,,,1.052,0.27699999999999997,,,,,1.0645,0.0685,,,0.992,0.0,,,,,,,1.001,0.0,,
HD160617,0.499511731325,0.0,,,,,-0.174666666667,0.09812010780439999,0.8345,0.0425,1.3559999999999999,0.0,1.329,0.0,,,,,,,,,,,1.06333333333,0.408871889743,,
G17-25,1.4976550317,0.0,,,1.391,0.0,1.6105,0.0595392027715,1.3494,0.0604403838505,1.8862,0.0775768006559,1.35466666667,0.230233697698,,,1.892,0.121,,,1.8120474715200001,0.146983695237,,,1.5238,0.0371343506743,,
HD204587,,,,,,,0.04266666666669999,0.231022846393,0.217,0.0,0.2318,0.208237748739,,,0.427675970961,0.0639006732785,0.4034,0.155454945241,,,1.0770144792299998,0.0,0.40243645896700003,0.153610753333,0.574857142857,0.36945304305200005,,
BD-17484,0.924230269435,0.0,,,1.073,0.0,1.23075,0.0666159703074,0.9588,0.09504398981519999,1.3219999999999998,0.09890399385260001,1.1761666666700001,0.0283573427685,,,1.483,0.129,,,0.980190030548,0.0,,,0.8540000000000001,0.032,,
BD-17484,0.888402460113,0.0,,,0.9420000000000001,0.0,1.08733333333,0.029044027881099995,0.9329999999999999,0.0778254457103,1.28525,0.09246181644330001,1.06733333333,0.12128570493799999,,,1.3535,0.0775,,,1.03731523404,0.0,,,0.9634,0.21533471619800001,,
47UM,,,,,0.053,4.90653893339e-18,0.13775,0.031259998400500005,0.1065,0.06305222702909999,0.1835,0.06846766703030001,0.074375,0.0716396145648,0.19181171643,0.048898940514900006,0.138777777778,0.051404231943800005,,,0.20016340926800003,0.0388294885307,0.155740357839,0.0514180633084,0.148555555556,0.053730006330199996,,
HD58551,,,,,-0.509,0.018000000000000002,-0.44725,0.0366427005009,-0.5,0.0563560112144,-0.547785714286,0.0816964578454,-0.41600000000000004,0.09195379274399999,-0.620838499122,0.202423891478,-0.630428571429,0.06993232880610001,,,-0.745535395194,0.021803572681,-0.481366795647,0.10263953590199999,-0.6011,0.046768472286400006,,
HD200580,,,,,-0.6115,0.0325,-0.518666666667,0.00793025150225,-0.7588,0.0718426057434,-0.5005,0.13350160512700002,-0.652142857143,0.073755248862,-0.52011204313,0.026248765187,-0.5870000000000001,0.0666333249958,,,-0.8591462629200001,0.00977509175607,-0.5525418963359999,0.061507784163,-0.67525,0.08182616227910001,,
G165-39,0.8107500432629999,0.0,,,0.818,0.0,1.0675,0.059511203426999996,0.9255,0.163213816817,1.4134,0.071793035874,0.875,0.050144790357499996,,,1.4015,0.2385,,,,,,,1.075,0.09300000000000001,,
HD128279,0.474133016048,0.0,,,0.39299999999999996,0.0,0.5656666666669999,0.0824493110274,0.2314,0.133531419524,0.6026,0.10665570777000001,0.496,0.0199499373433,,,0.59875,0.041414822225900004,,,0.367102583887,0.0693636219494,,,0.355666666667,0.0726284303072,,
LP859-35,1.32899515727,0.0,,,1.171,0.0,1.6230000000000002,0.06909896284799999,1.2675,0.200300399401,1.8036,0.121442331993,1.4165,0.08210207061939999,,,2.04,0.031,,,1.8114140233000002,0.13781490754,,,1.70175,0.08067023924599999,,
HD189558,,,,,0.34700000000000003,0.0,0.4084,0.033725954397200004,0.2365,0.0225,0.4852,0.072958618408,0.32933333333299997,0.0453308822867,,,0.897,0.205,,,,,,,0.2832,0.111522912444,,
HD37124,-0.5944640479469999,0.0,,,-0.3225,0.0145,-0.3142,0.0214420148307,-0.3328,0.06777433142419999,-0.23046666666700003,0.0229168545447,-0.240142857143,0.0502008211983,-0.230775368541,0.051041387363,-0.45899999999999996,0.0215664348262,,,-0.528446242779,0.0722712549845,-0.248944872945,0.0164957488102,-0.445454545455,0.0268983393755,,
HD8574,,,,,-0.0415,0.0215,0.045,0.0361754981537,0.09525,0.0662282983324,-0.0652857142857,0.039803855828,0.106,0.08704022058800001,-0.12939189172,0.10372909190400001,-0.090375,0.0784919382803,,,-0.08677886058710002,0.0,-0.030106539322799997,0.0918593234677,-0.04433333333330001,0.05384906890769999,,
G14-39,,,,,,,0.662,0.0568682688325,0.578,0.0700618774132,0.8420000000000001,0.0501078836113,0.7526666666670001,0.211686613233,,,1.006,0.054000000000000006,,,0.931481828863,0.0,,,0.6465,0.11364308162,,
TauBoo,,,,,,,0.26125,0.06744395821719999,0.158333333333,0.285447407104,0.18825,0.34323561513899997,0.0942,0.0803651665835,0.0560899984849,0.28109954110999996,0.32833333333299997,0.23011929273499998,,,0.042228681545,0.0,0.264322068272,0.0,0.33375,0.0536813515106,,
HD117176,,,,,-0.031,0.0,0.10957142857100001,0.0184224796133,-0.02375,0.0139351175094,0.20871428571400003,0.048933524254,-0.0265,0.081436580642,0.20842656181400002,0.06919982460589999,0.092125,0.0814392987138,,,0.0890622498895,0.00845451267871,0.023996465304400003,0.18849848925299997,0.0383333333333,0.04227949332190001,,
HD111980,,,,,1.505,0.0,1.635,0.0242239550858,1.5164,0.0446524355439,1.646,0.0585388759714,1.6569999999999998,0.07233454025769999,,,1.7519999999999998,0.079,,,1.57389198996,0.0,,,1.524,0.0839213917902,,
HD134439,,,,,0.885,0.0,1.1654,0.0538538763693,0.997,0.08184538268389999,1.3266,0.087261904632,1.22525,0.07635730155,,,1.60325,0.0512707275158,,,1.44637039932,0.0719632944002,,,1.149,0.0751691426052,,
